,Name,Transmission type,Variant,Mileage,Owned,Fuel type,City,Price
2138,2018 Hyundai Elite i20,,ASTA 1.2 AT,"20,001 km",1st Owner,Petrol,Hyderabad,"₹7,69,399"
2139,2018 Maruti Swift,Manual,ZDI + Manual,"85,546 km",1st Owner,Diesel,Hyderabad,"₹6,82,399"
2140,2011 Maruti Wagon R 1.0,Manual,LXI Manual,"63,467 km",1st Owner,Petrol,Hyderabad,"₹2,95,499"
2141,2013 Maruti Wagon R 1.0,Manual,LXI CNG Manual,"60,935 km",1st Owner,Petrol + CNG,Hyderabad,"₹3,48,699"
2142,2015 Maruti Alto 800,Manual,VXI Manual,"47,374 km",1st Owner,Petrol,Hyderabad,"₹2,77,399"
2143,2019 Hyundai NEW SANTRO,Manual,1.1 SPORTS AMT Manual,"11,381 km",1st Owner,Petrol,Hyderabad,"₹5,51,799"
2144,2019 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"31,895 km",1st Owner,Petrol,Hyderabad,"₹4,46,399"
2145,2019 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"11,900 km",1st Owner,Petrol,Hyderabad,"₹4,57,499"
2146,2019 Hyundai Elite i20,Manual,1.2 SPORTS PLUS VTVT Manual,"5,355 km",2nd Owner,Petrol,Hyderabad,"₹7,02,699"
2147,2012 Maruti Wagon R 1.0,Manual,LXI CNG Manual,"82,535 km",1st Owner,Petrol + CNG,Hyderabad,"₹2,74,399"
2148,2009 Maruti A Star,Manual,LXI Manual,"1,21,811 km",2nd Owner,Petrol,Hyderabad,"₹1,66,199"
2149,2016 Honda City,Manual,SV MT PETROL Manual,"26,069 km",1st Owner,Petrol,Hyderabad,"₹6,02,199"
2150,2010 Ford Figo,Manual,1.2 TITANIUM DURATEC Manual,"93,174 km",1st Owner,Petrol,Hyderabad,"₹2,21,999"
2151,2016 Hyundai Elite i20,Manual,ASTA 1.2 (O) Manual,"38,036 km",1st Owner,Petrol,Hyderabad,"₹6,25,499"
2152,2013 Honda Amaze,Automatic,1.2 SAT I VTEC Automatic,"22,566 km",2nd Owner,Petrol,Hyderabad,"₹4,03,199"
2153,2016 Ford Ecosport,Manual,1.5 TREND TI VCT Manual,"44,941 km",1st Owner,Petrol,Hyderabad,"₹5,84,699"
2154,2014 Honda City,Manual,V MT PETROL Manual,"60,225 km",1st Owner,Petrol,Hyderabad,"₹5,66,599"
2155,2018 Maruti IGNIS,Manual,SIGMA 1.2 K12 Manual,"54,250 km",1st Owner,Petrol,Hyderabad,"₹3,87,399"
2156,2016 Hyundai Elite i20,Manual,SPORTZ 1.2 Manual,"83,118 km",2nd Owner,Petrol,Hyderabad,"₹5,63,399"
2157,2016 Ford Ecosport,Automatic,1.5 TITANIUM TI VCT AT Automatic,"32,681 km",1st Owner,Petrol,Hyderabad,"₹6,45,499"
2158,2017 Ford Ecosport,Manual,1.5 TREND TI VCT Manual,"33,813 km",1st Owner,Petrol,Hyderabad,"₹6,20,399"
2159,2020 Maruti Baleno,Manual,ZETA 1.2 K12 Manual,"33,511 km",1st Owner,Petrol,Hyderabad,"₹6,92,699"
2160,2019 Hyundai Elite i20,Manual,1.2 SPORTS PLUS VTVT Manual,"15,522 km",1st Owner,Petrol,Hyderabad,"₹7,17,199"
2161,2018 Hyundai Verna,Automatic,1.6 CRDI SX + AT Automatic,"32,419 km",1st Owner,Diesel,Hyderabad,"₹10,45,599"
2162,2019 Toyota Innova Crysta,Manual,2.4 GX 8 STR Manual,"1,87,298 km",1st Owner,Diesel,Hyderabad,"₹15,55,199"
2163,2020 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"10,726 km",1st Owner,Petrol,Hyderabad,"₹6,88,999"
2164,2008 Hyundai i10,Manual,ERA Manual,"92,146 km",2nd Owner,Petrol,Hyderabad,"₹2,12,999"
2165,2019 Maruti Swift,Automatic,VXI AMT Automatic,"26,143 km",2nd Owner,Petrol,Hyderabad,"₹6,05,299"
2166,2017 Hyundai Elite i20,Manual,SPORTZ 1.2 Manual,"41,040 km",1st Owner,Petrol,Hyderabad,"₹6,34,099"
2167,2019 Maruti Swift,Manual,VXI Manual,"21,719 km",1st Owner,Petrol,Hyderabad,"₹6,23,899"
2168,2017 Hyundai Elite i20,Manual,SPORTZ 1.2 Manual,"87,864 km",2nd Owner,Petrol,Hyderabad,"₹5,77,699"
2169,2018 Maruti OMNI E,Manual,STD Manual,"26,792 km",1st Owner,Petrol,Hyderabad,"₹2,97,399"
2170,2017 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"44,103 km",1st Owner,Petrol,Hyderabad,"₹5,56,999"
2171,2018 Toyota Innova Crysta,Manual,2.4 VX 8 STR Manual,"1,81,973 km",1st Owner,Diesel,Hyderabad,"₹16,86,499"
2172,2017 Maruti Baleno,Manual,ZETA 1.2 K12 Manual,"81,150 km",1st Owner,Petrol,Hyderabad,"₹5,84,999"
2173,2018 Hyundai Elite i20,Manual,SPORTZ 1.2 Manual,"8,921 km",1st Owner,Petrol,Hyderabad,"₹6,80,399"
2174,2017 Honda Jazz,Manual,VX 1.2 Manual,"33,595 km",1st Owner,Petrol,Hyderabad,"₹5,88,499"
2175,2018 Maruti Dzire,Manual,VDI Manual,"44,932 km",1st Owner,Diesel,Hyderabad,"₹6,83,199"
2176,2017 Toyota Innova Crysta,Manual,2.4 VX 8 STR Manual,"1,47,775 km",1st Owner,Diesel,Hyderabad,"₹15,75,299"
2177,2019 Tata Tiago,,XZ+ 1.2 Revotron,"24,296 km",1st Owner,Petrol,Hyderabad,"₹5,36,899"
2178,2014 Maruti Swift,Manual,ZDI Manual,"84,718 km",1st Owner,Diesel,Hyderabad,"₹4,68,599"
2179,2018 Hyundai Verna,Automatic,1.6 CRDI SX + AT Automatic,"83,119 km",1st Owner,Diesel,Hyderabad,"₹10,73,599"
2180,2018 Maruti Baleno,Automatic,ALPHA 1.2 K12 AMT Automatic,"36,830 km",1st Owner,Petrol,Hyderabad,"₹7,14,699"
2181,2016 Maruti Wagon R 1.0,Manual,VXI Manual,"39,789 km",1st Owner,Petrol,Hyderabad,"₹3,64,799"
2182,2018 Maruti Celerio,Automatic,ZXI OPT AMT Automatic,"42,822 km",1st Owner,Petrol,Hyderabad,"₹4,64,699"
2183,2019 Maruti Vitara Brezza,Automatic,VDI AMT Automatic,"54,705 km",1st Owner,Diesel,Hyderabad,"₹9,02,099"
2184,2018 Hyundai NEW SANTRO,Manual,1.1 SPORTS AMT Manual,"16,755 km",1st Owner,Petrol,Hyderabad,"₹4,98,999"
2185,2017 Hyundai Grand i10,Automatic,Magna 1.2 AT VTVT Automatic,"47,466 km",2nd Owner,Petrol,Hyderabad,"₹5,26,099"
2186,2020 Maruti S PRESSO,Manual,VXI PLUS Manual,"25,867 km",1st Owner,Petrol,Hyderabad,"₹4,28,299"
2187,2015 Maruti Alto K10,Manual,VXI Manual,"33,751 km",1st Owner,Petrol,Hyderabad,"₹2,84,999"
2188,2016 Maruti Celerio,Automatic,ZXI AMT Automatic,"34,631 km",1st Owner,Petrol,Hyderabad,"₹4,36,499"
2189,2014 Hyundai Grand i10,Manual,MAGNA 1.2 VTVT Manual,"20,418 km",1st Owner,Petrol,Hyderabad,"₹4,12,799"
2190,2016 Hyundai Grand i10,Manual,SPORTS 1.2 VTVT Manual,"33,549 km",1st Owner,Petrol,Hyderabad,"₹4,72,199"
2191,2018 Maruti Wagon R 1.0,Manual,VXI Manual,"23,927 km",1st Owner,Petrol,Hyderabad,"₹4,44,099"
2192,2013 Hyundai i10,Manual,MAGNA 1.1 IRDE2 Manual,"55,909 km",1st Owner,Petrol,Hyderabad,"₹3,44,799"
2193,2019 Maruti Alto 800,Manual,LXI Manual,"30,782 km",1st Owner,Petrol,Hyderabad,"₹3,30,999"
2194,2016 Maruti Alto K10,Manual,VXI Manual,"33,513 km",2nd Owner,Petrol,Hyderabad,"₹3,07,499"
2195,2017 Maruti Alto K10,Manual,VXI Manual,"23,709 km",1st Owner,Petrol,Hyderabad,"₹3,58,699"
2196,2019 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"2,940 km",1st Owner,Petrol,Hyderabad,"₹4,68,999"
2197,2018 Maruti Alto 800,Manual,LXI Manual,"18,313 km",1st Owner,Petrol,Hyderabad,"₹3,31,299"
2198,2017 Maruti Swift,Manual,VXI OPT Manual,"29,996 km",2nd Owner,Petrol,Hyderabad,"₹5,10,299"
2199,2016 Hyundai i20 Active,Manual,1.4 SX Manual,"57,997 km",1st Owner,Diesel,Hyderabad,"₹6,60,699"
2200,2016 Maruti Baleno,Automatic,DELTA 1.2 K12 AT Automatic,"1,53,720 km",1st Owner,Petrol,Hyderabad,"₹5,06,899"
2201,2017 Volkswagen Polo,Manual,HIGHLINE1.2L PETROL Manual,"53,914 km",1st Owner,Petrol,Hyderabad,"₹5,74,699"
2202,2015 Maruti Alto K10,Manual,VXI Manual,"30,557 km",1st Owner,Petrol,Hyderabad,"₹2,98,699"
2203,2020 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"18,763 km",1st Owner,Petrol,Hyderabad,"₹6,34,399"
2204,2019 Renault Kwid,Manual,RXL Manual,"33,111 km",1st Owner,Petrol,Hyderabad,"₹3,66,499"
2205,2018 Maruti Vitara Brezza,Automatic,ZDI AMT Automatic,"88,052 km",2nd Owner,Diesel,Hyderabad,"₹8,53,999"
2206,2012 Hyundai i10,Automatic,SPORTZ 1.2 AT KAPPA2 Automatic,"38,860 km",1st Owner,Petrol,Hyderabad,"₹3,76,599"
2207,2019 Maruti Vitara Brezza,Manual,VDI AMT Manual,"40,871 km",1st Owner,Diesel,Hyderabad,"₹8,77,099"
2208,2016 Tata Tiago,Manual,XZ 1.2 REVOTRON Manual,"29,696 km",1st Owner,Petrol,Chennai,"₹4,24,199"
2209,2020 Hyundai VENUE,Manual,S MT 1.2 KAPPA Manual,"3,000 km",1st Owner,Petrol,Chennai,"₹8,31,899"
2210,2020 Hyundai VENUE,Manual,S MT 1.2 KAPPA Manual,"20,405 km",1st Owner,Petrol,Chennai,"₹8,04,499"
2211,2017 Volkswagen Ameo,Manual,COMFORTLINE 1.2 Manual,"26,023 km",2nd Owner,Petrol,Chennai,"₹4,95,599"
2212,2020 Hyundai VENUE,Manual,S MT 1.2 KAPPA Manual,"17,570 km",1st Owner,Petrol,Chennai,"₹7,74,299"
2213,2016 Honda BR-V,Manual,1.5 i-VTEC S Manual,"93,313 km",1st Owner,Petrol,Chennai,"₹6,93,699"
2214,2015 Honda City,Manual,V MT PETROL Manual,"79,725 km",3rd Owner,Petrol,Chennai,"₹5,54,699"
2215,2015 Hyundai Elite i20,Manual,ASTA 1.2 Manual,"47,147 km",1st Owner,Petrol,Chennai,"₹6,04,299"
2216,2020 Hyundai GRAND I10 NIOS,Automatic,MAGNA 1.2 AT Automatic,"22,406 km",1st Owner,Petrol,Chennai,"₹6,54,699"
2217,2018 Hyundai Verna,Manual,1.6 SX VTVT Manual,"35,859 km",1st Owner,Petrol,Chennai,"₹9,64,799"
2218,2016 Volkswagen Polo,Manual,HIGHLINE1.2L PETROL Manual,"22,590 km",1st Owner,Petrol,Chennai,"₹5,80,999"
2219,2017 Volkswagen Polo,Manual,COMFORTLINE 1.2L PETROL Manual,"20,727 km",1st Owner,Petrol,Chennai,"₹5,56,599"
2220,2019 Hyundai Creta,Manual,1.4 E PLUS CRDI Manual,"94,409 km",1st Owner,Diesel,Chennai,"₹9,76,499"
2221,2015 Honda Jazz,Manual,1.5 SV I DTEC Manual,"75,319 km",2nd Owner,Diesel,Chennai,"₹5,06,599"
2222,2017 Toyota Corolla Altis,Manual,G Manual,"26,159 km",1st Owner,Petrol,Chennai,"₹11,39,599"
2223,2017 Volkswagen Polo,Manual,COMFORTLINE 1.2L PETROL Manual,"37,314 km",1st Owner,Petrol,Chennai,"₹5,54,199"
2224,2017 Honda BR-V,Automatic,1.5 i-VTEC V CVT Automatic,"38,235 km",3rd Owner,Petrol,Chennai,"₹7,71,099"
2225,2016 Mahindra TUV300,Manual,T8 Manual,"1,08,414 km",1st Owner,Diesel,Chennai,"₹6,78,699"
2226,2016 Maruti Baleno,Manual,ZETA 1.2 K12 Manual,"37,783 km",1st Owner,Petrol,Chennai,"₹5,98,499"
2227,2015 Volkswagen Polo,Manual,HIGHLINE1.2L PETROL Manual,"67,132 km",1st Owner,Petrol,Chennai,"₹5,07,499"
2228,2016 Maruti Baleno,Manual,ZETA 1.2 K12 Manual,"27,960 km",2nd Owner,Petrol,Chennai,"₹5,72,299"
2229,2019 Maruti S Cross,Manual,SIGMA SHVS Manual,"20,110 km",1st Owner,Diesel,Chennai,"₹8,51,999"
2230,2016 Maruti S Cross,Manual,ZETA 1.3 Manual,"1,03,019 km",3rd Owner,Diesel,Chennai,"₹6,07,699"
2231,2020 Maruti Baleno,Automatic,ALPHA 1.2 K12 AMT Automatic,"4,579 km",1st Owner,Petrol,Chennai,"₹8,49,399"
2232,2017 Honda Jazz,Manual,1.5 S MT Manual,"56,325 km",2nd Owner,Diesel,Chennai,"₹5,17,299"
2233,2016 Maruti Baleno,Automatic,ZETA 1.2 K12 CVT Automatic,"53,571 km",1st Owner,Petrol,Chennai,"₹6,09,799"
2234,2020 Maruti Baleno,Manual,ALPHA 1.2 K12 Manual,"17,910 km",1st Owner,Petrol,Chennai,"₹8,18,199"
2235,2018 Ford Figo Aspire,Manual,1.2 TITANIUM PETROL Manual,"20,192 km",1st Owner,Petrol,Chennai,"₹6,03,599"
2236,2019 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"14,938 km",1st Owner,Petrol,Chennai,"₹6,56,699"
2237,2019 Maruti Baleno,Manual,ZETA 1.2 K12 Manual,"8,872 km",2nd Owner,Petrol,Chennai,"₹6,88,099"
2238,2020 Hyundai VENUE,,1.0 TURBO GDI SX+ AT,"15,076 km",2nd Owner,Petrol,Chennai,"₹10,18,399"
2239,2019 Hyundai Creta,Automatic,1.6 VTVT SX AUTO Automatic,"17,855 km",2nd Owner,Petrol,Chennai,"₹11,66,899"
2240,2017 Hyundai Elite i20,Manual,ASTA 1.2 DUAL TONE Manual,"50,031 km",2nd Owner,Petrol,Chennai,"₹5,99,999"
2241,2019 Honda WR-V,Manual,1.5 i-DTEC VX MT Manual,"32,568 km",1st Owner,Diesel,Chennai,"₹8,80,899"
2242,2019 Maruti Swift,Manual,VXI Manual,"10,261 km",1st Owner,Petrol,Chennai,"₹6,25,799"
2243,2019 Maruti Baleno,Manual,DELTA 1.2 K12 Manual,"33,729 km",1st Owner,Petrol,Chennai,"₹6,72,999"
2244,2016 Maruti Swift Dzire,Manual,VDI BS IV Manual,"46,150 km",1st Owner,Diesel,Chennai,"₹5,86,099"
2245,2019 Hyundai Creta,Automatic,1.6 VTVT SX AUTO Automatic,"17,135 km",2nd Owner,Petrol,Chennai,"₹12,03,899"
2246,2018 Hyundai Elite i20,Manual,ASTA 1.2 Manual,"11,438 km",1st Owner,Petrol,Chennai,"₹6,65,199"
2247,2019 Maruti Swift,Manual,VXI Manual,"6,240 km",1st Owner,Petrol,Chennai,"₹6,42,599"
2248,2018 Hyundai Creta,Manual,1.6 SX VTVT Manual,"60,276 km",1st Owner,Petrol,Chennai,"₹9,80,799"
2249,2019 Honda Jazz,Automatic,1.2 VX AT Automatic,"4,355 km",1st Owner,Petrol,Chennai,"₹9,08,799"
2250,2019 Maruti Swift,Manual,VXI Manual,"13,471 km",1st Owner,Petrol,Chennai,"₹6,25,199"
2251,2018 Maruti Baleno,Manual,ALPHA 1.2 K12 Manual,"41,887 km",2nd Owner,Petrol,Chennai,"₹6,28,899"
2252,2013 Maruti Ritz,Manual,VXI BS IV Manual,"86,707 km",1st Owner,Petrol,Chennai,"₹3,45,199"
2253,2017 Honda Jazz,Automatic,1.2 V AT Automatic,"36,983 km",2nd Owner,Petrol,Chennai,"₹6,38,699"
2254,2019 Maruti Swift,Manual,VXI Manual,"25,719 km",1st Owner,Petrol,Chennai,"₹6,22,099"
2255,2015 Maruti Celerio,Manual,ZXI Manual,"51,864 km",1st Owner,Petrol,Chennai,"₹3,83,899"
2256,2019 Ford Ecosport,Manual,TREND + 1.5 TI VCT AT Manual,"14,100 km",1st Owner,Petrol,Chennai,"₹8,49,999"
2257,2017 Honda Jazz,Automatic,1.2 V AT Automatic,"42,090 km",2nd Owner,Petrol,Chennai,"₹6,25,099"
2258,2018 Hyundai Grand i10,Manual,MAGNA 1.2 KAPPA VTVT Manual,"4,241 km",1st Owner,Petrol,Chennai,"₹5,19,099"
2259,2017 Hyundai Creta,,1.6 SX CRDI,"1,12,774 km",1st Owner,Diesel,Chennai,"₹8,96,899"
2260,2012 Toyota Etios Liva,Manual,G Manual,"1,03,113 km",2nd Owner,Petrol,Chennai,"₹3,63,699"
2261,2018 Hyundai Grand i10,Manual,SPORTS 1.2 VTVT Manual,"17,864 km",2nd Owner,Petrol,Chennai,"₹5,08,799"
2262,2018 Maruti Vitara Brezza,Manual,ZDI PLUS Manual,"48,151 km",1st Owner,Diesel,Chennai,"₹9,14,299"
2263,2017 Maruti Vitara Brezza,Manual,ZDI PLUS DUAL TONE Manual,"97,646 km",1st Owner,Diesel,Chennai,"₹8,62,999"
2264,2016 Hyundai Eon,Manual,ERA PLUS Manual,"25,086 km",1st Owner,Petrol,Chennai,"₹3,07,699"
2265,2017 Maruti Swift,Manual,VXI OPT Manual,"34,721 km",2nd Owner,Petrol,Chennai,"₹5,63,099"
2266,2018 Hyundai Grand i10,Manual,MAGNA 1.2 KAPPA VTVT Manual,"32,373 km",1st Owner,Petrol,Chennai,"₹4,97,299"
2267,2017 Maruti Swift,Manual,VXI Manual,"15,308 km",1st Owner,Petrol,Chennai,"₹5,70,099"
2268,2016 Hyundai Grand i10,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"68,788 km",2nd Owner,Petrol,Chennai,"₹4,35,999"
2269,2019 Ford Ecosport,,1.5 TITANIUM SIGNATURE TI VCT (SUNROOF),"17,369 km",1st Owner,Petrol,Chennai,"₹9,90,999"
2270,2017 Maruti Swift,Manual,VXI Manual,"23,254 km",1st Owner,Petrol,Chennai,"₹5,93,799"
2271,2018 Maruti IGNIS,Manual,DELTA 1.2 K12 Manual,"24,679 km",1st Owner,Petrol,Chennai,"₹5,18,599"
2272,2017 Maruti OMNI E,,8 STR,"1,193 km",1st Owner,Petrol,Chennai,"₹3,49,599"
2273,2017 Hyundai Eon,Manual,ERA PLUS Manual,"42,159 km",1st Owner,Petrol,Chennai,"₹3,27,299"
2274,2018 Hyundai NEW SANTRO,,1.1 SPORTS AMT,"11,119 km",1st Owner,Petrol,Chennai,"₹5,42,799"
2275,2018 Hyundai NEW SANTRO,Manual,ASTA 1.1 MT Manual,"11,783 km",1st Owner,Petrol,Chennai,"₹4,72,199"
2276,2018 Hyundai Grand i10,Manual,ASTA 1.2 KAPPA VTVT Manual,"54,233 km",1st Owner,Petrol,Chennai,"₹5,13,299"
2277,2018 Hyundai Grand i10,Manual,ASTA 1.2 KAPPA VTVT Manual,"27,108 km",2nd Owner,Petrol,Chennai,"₹5,16,699"
2278,2017 Maruti Celerio,Manual,VXI (O) Manual,"42,636 km",1st Owner,Petrol,Chennai,"₹4,11,899"
2279,2015 Hyundai i10,Manual,SPORTZ 1.1 IRDE2 Manual,"40,503 km",1st Owner,Petrol,Chennai,"₹3,79,999"
2280,2016 Hyundai Grand i10,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"20,090 km",2nd Owner,Petrol,Chennai,"₹4,56,099"
2281,2013 Hyundai i10,Manual,MAGNA 1.2 KAPPA2 Manual,"50,047 km",2nd Owner,Petrol,Chennai,"₹3,36,099"
2282,2019 Hyundai NEW SANTRO,Manual,SPORTZ 1.1 Manual,"11,529 km",1st Owner,Petrol,Chennai,"₹4,79,899"
2283,2017 Hyundai Grand i10,Manual,SPORTZ (O) 1.2 AT VTVT Manual,"24,297 km",1st Owner,Petrol,Chennai,"₹5,29,799"
2284,2018 Maruti Swift,Manual,VXI Manual,"23,667 km",1st Owner,Petrol,Chennai,"₹6,00,399"
2285,2015 Maruti Swift,Manual,VXI Manual,"1,19,927 km",1st Owner,Petrol,Chennai,"₹4,14,899"
2286,2019 Maruti IGNIS,Manual,DELTA 1.2 K12 Manual,"10,937 km",1st Owner,Petrol,Chennai,"₹5,59,999"
2287,2015 Hyundai Grand i10,Manual,MAGNA 1.2 VTVT Manual,"35,482 km",2nd Owner,Petrol,Chennai,"₹4,40,499"
2288,2019 Hyundai NEW SANTRO,Manual,SPORTZ 1.1 Manual,"29,702 km",1st Owner,Petrol,Chennai,"₹4,92,899"
2289,2012 Hyundai i10,Manual,MAGNA 1.2 KAPPA2 Manual,"57,656 km",3rd Owner,Petrol,Chennai,"₹3,27,599"
2290,2019 Hyundai NEW SANTRO,Manual,ASTA 1.1 MT Manual,"18,334 km",2nd Owner,Petrol,Chennai,"₹5,04,599"
2291,2012 Honda Brio,Manual,1.2 S MT I VTEC Manual,"65,786 km",1st Owner,Petrol,Chennai,"₹3,87,199"
2292,2019 Maruti Alto,Manual,VXI Manual,"10,210 km",1st Owner,Petrol,Chennai,"₹3,70,799"
2293,2019 Maruti OMNI E,Manual,STD Manual,"3,768 km",1st Owner,Petrol,Chennai,"₹4,05,099"
2294,2019 Maruti Celerio,Manual,VXI Manual,"13,079 km",1st Owner,Petrol,Chennai,"₹4,96,599"
2295,2015 Hyundai Grand i10,Automatic,ASTA 1.2 AT VTVT Automatic,"33,195 km",1st Owner,Petrol,Chennai,"₹4,92,099"
2296,2019 Hyundai NEW SANTRO,,1.1 SPORTS AMT,"3,243 km",1st Owner,Petrol,Chennai,"₹5,47,899"
2297,2017 Hyundai Eon,Manual,ERA PLUS Manual,"23,727 km",1st Owner,Petrol,Chennai,"₹3,40,099"
2298,2017 Maruti Celerio,Automatic,ZXI OPT AMT Automatic,"48,661 km",1st Owner,Petrol,Chennai,"₹4,83,599"
2299,2018 Hyundai Eon,Manual,ERA PLUS Manual,"24,394 km",1st Owner,Petrol,Chennai,"₹3,50,099"
2300,2019 Maruti IGNIS,Manual,DELTA 1.2 K12 Manual,"17,283 km",1st Owner,Petrol,Chennai,"₹5,76,099"
2301,2012 Maruti Wagon R 1.0,Manual,VXI Manual,"38,553 km",1st Owner,Petrol,Chennai,"₹3,15,199"
2302,2017 Maruti Wagon R 1.0,Automatic,VXI AMT Automatic,"15,869 km",3rd Owner,Petrol,Chennai,"₹4,18,299"
2303,2019 Hyundai NEW SANTRO,Manual,SPORTZ 1.1 Manual,"33,401 km",1st Owner,Petrol,Chennai,"₹4,96,199"
2304,2017 Maruti Wagon R 1.0,Manual,VXI Manual,"30,184 km",1st Owner,Petrol,Chennai,"₹4,24,199"
2305,2017 Maruti Wagon R 1.0,Automatic,VXI OPT AMT Automatic,"19,552 km",1st Owner,Petrol,Chennai,"₹4,86,999"
2306,2017 Hyundai Grand i10,Manual,SPORTZ (O) 1.2 AT VTVT Manual,"18,006 km",1st Owner,Petrol,Chennai,"₹5,64,899"
2307,2016 Maruti Celerio,Automatic,ZXI OPT AMT Automatic,"35,227 km",2nd Owner,Petrol,Chennai,"₹4,21,999"
2308,2017 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"24,142 km",1st Owner,Petrol,Chennai,"₹4,01,399"
2309,2013 Maruti Wagon R 1.0,Manual,VXI Manual,"50,366 km",1st Owner,Petrol,Chennai,"₹3,55,699"
2310,2018 Maruti Wagon R 1.0,Manual,VXI Manual,"35,927 km",1st Owner,Petrol,Chennai,"₹4,29,599"
2311,2019 Hyundai NEW SANTRO,,1.1 SPORTS AMT,"27,830 km",1st Owner,Petrol,Chennai,"₹5,58,499"
2312,2018 Maruti Alto 800,Manual,LXI Manual,"29,975 km",2nd Owner,Petrol,Chennai,"₹2,80,899"
2313,2017 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"9,328 km",1st Owner,Petrol,Chennai,"₹4,13,799"
2314,2019 Hyundai NEW SANTRO,Manual,1.1 SPORTS AMT Manual,"45,161 km",1st Owner,Petrol,Chennai,"₹5,58,799"
2315,2018 Maruti Wagon R 1.0,Automatic,VXI AMT Automatic,"20,945 km",1st Owner,Petrol,Chennai,"₹4,81,999"
2316,2015 Maruti Alto K10,Manual,VXI Manual,"19,239 km",1st Owner,Petrol,Chennai,"₹3,18,299"
2317,2020 Maruti S PRESSO,Automatic,VXI PLUS AGS Automatic,"8,895 km",1st Owner,Petrol,Chennai,"₹4,86,999"
2318,2015 Maruti Alto K10,Manual,VXI Manual,"42,904 km",1st Owner,Petrol,Chennai,"₹3,22,799"
2319,2020 Maruti S PRESSO,Automatic,VXI PLUS AGS Automatic,"7,687 km",1st Owner,Petrol,Chennai,"₹4,95,399"
2320,2016 Maruti Wagon R 1.0,Manual,VXI Manual,"10,515 km",1st Owner,Petrol,Chennai,"₹4,33,899"
2321,2017 Maruti Alto K10,Manual,VXI Manual,"41,277 km",1st Owner,Petrol,Chennai,"₹3,46,499"
2322,2016 Maruti Alto 800,Manual,LXI Manual,"18,251 km",2nd Owner,Petrol,Chennai,"₹2,86,299"
2323,2015 Maruti Alto 800,Manual,LXI Manual,"22,504 km",3rd Owner,Petrol,Chennai,"₹2,82,599"
2324,2015 Maruti Alto K10,,VXI AMT,"31,802 km",2nd Owner,Petrol,Chennai,"₹3,21,399"
2325,2020 Hyundai NEW SANTRO,Manual,1.1 SPORTS AMT Manual,"5,784 km",1st Owner,Petrol,Chennai,"₹5,83,799"
2326,2015 Maruti Alto K10,Manual,VXI AMT Manual,"32,513 km",2nd Owner,Petrol,Chennai,"₹3,19,299"
2327,2020 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"3,351 km",1st Owner,Petrol,Chennai,"₹4,73,299"
2328,2019 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"15,497 km",1st Owner,Petrol,Chennai,"₹4,62,699"
2329,2019 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"18,802 km",1st Owner,Petrol,Chennai,"₹4,57,899"
2330,2017 Maruti Alto 800,Manual,LXI Manual,"16,289 km",1st Owner,Petrol,Chennai,"₹3,20,699"
2331,2019 Maruti Alto 800,Manual,LXI Manual,"10,336 km",1st Owner,Petrol,Chennai,"₹3,52,899"
2332,2019 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"22,478 km",1st Owner,Petrol,Chennai,"₹4,38,799"
2333,2019 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"3,059 km",1st Owner,Petrol,Chennai,"₹4,75,799"
2334,2019 Maruti Alto K10,Manual,VXI AMT Manual,"12,927 km",1st Owner,Petrol,Chennai,"₹4,47,199"
2335,2018 Maruti Alto 800,Manual,LXI OPT Manual,"23,268 km",1st Owner,Petrol,Chennai,"₹3,36,699"
2336,2019 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"15,495 km",1st Owner,Petrol,Chennai,"₹4,49,499"
2337,2018 Maruti Eeco,Manual,5 STR WITH AC PLUSHTR Manual,"18,502 km",1st Owner,Petrol,Chennai,"₹4,24,799"
2338,2018 Maruti Alto 800,Manual,LXI Manual,"19,805 km",1st Owner,Petrol,Chennai,"₹3,46,799"
2339,2018 Maruti Alto 800,Manual,VXI Manual,"7,765 km",1st Owner,Petrol,Chennai,"₹3,75,299"
2340,2015 Hyundai Xcent,Manual,S 1.2 OPT Manual,"1,61,615 km",1st Owner,Petrol,Chennai,"₹4,07,399"
2341,2017 Volkswagen Ameo,Manual,COMFORTLINE 1.2 Manual,"38,992 km",1st Owner,Petrol,Chennai,"₹5,28,999"
2342,2018 Ford FREESTYLE,,TITANIUM + 1.2 TI-VCT,"20,610 km",1st Owner,Petrol,Chennai,"₹6,36,999"
